area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_cleaned,bhk,price_per_sqft,price_in_lakhs
Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1395,2.0,3.0,79.0,1395.0,3,5663.082437275985,7900000.0
Plot  Area,18-Jul,Varthur,3 Bedroom,,1200,3.0,1.0,68.38,1200.0,3,5698.333333333333,6838000.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1035,2.0,1.0,60.0,1035.0,2,5797.101449275362,6000000.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,Unris E,1100,2.0,2.0,72.0,1100.0,2,6545.454545454545,7200000.0
Super built-up  Area,17-Dec,Varthur,2 BHK,Unris E,1402,2.0,2.0,95.0,1402.0,2,6776.034236804565,9500000.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,Caiseur,1560,3.0,2.0,90.0,1560.0,3,5769.2307692307695,9000000.0
Super built-up  Area,18-May,Varthur,2 BHK,,1000,1.0,1.0,65.0,1000.0,2,6500.0,6500000.0
Super built-up  Area,Ready To Move,Vasanth nagar,3 BHK,Pricae ,3025,3.0,0.0,500.0,3025.0,3,16528.92561983471,50000000.0
Super built-up  Area,18-May,Vasanth nagar,4 BHK,Dheusag,2328,4.0,1.0,528.0,2328.0,4,22680.41237113402,52800000.0
Super built-up  Area,18-Jan,Vasanth nagar,4 BHK,Prian E,4750,6.0,1.0,1102.0,4750.0,4,23200.0,110200000.0
Plot  Area,Ready To Move,Vasanth nagar,4 Bedroom,,875,4.0,0.0,150.0,875.0,4,17142.85714285714,15000000.0
Plot  Area,Ready To Move,Vasanth nagar,6 Bedroom,,2295,3.0,0.0,650.0,2295.0,6,28322.44008714597,65000000.0
Super built-up  Area,18-Mar,Vasanth nagar,4 BHK,Prian E,4750,6.0,1.0,948.0,4750.0,4,19957.894736842107,94800000.0
Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3 Bedroom,,1500,2.0,2.0,95.0,1500.0,3,6333.333333333333,9500000.0
Plot  Area,Ready To Move,Vasanthpura,6 Bedroom,,600,6.0,2.0,65.0,600.0,6,10833.333333333334,6500000.0
Plot  Area,18-Aug,Veer Sandra,4 Bedroom,Thessie,3000,4.0,3.0,264.0,3000.0,4,8800.0,26400000.0
Built-up  Area,Ready To Move,Venkatadri Layout,1 BHK,Raiyai ,595,1.0,1.0,42.0,595.0,1,7058.823529411765,4200000.0
Built-up  Area,Ready To Move,Venkatadri Layout,1 BHK,Raiyai ,596,1.0,1.0,42.0,596.0,1,7046.979865771812,4200000.0
Built-up  Area,Ready To Move,Venkatapura,4 BHK,ThBayah,3080,2.0,1.0,285.0,3080.0,4,9253.246753246753,28500000.0
Built-up  Area,Ready To Move,Venkatapura,3 Bedroom,,5720,3.0,0.0,350.0,5720.0,3,6118.881118881119,35000000.0
Built-up  Area,Ready To Move,Venkatapura,3 BHK,ThBayah,2700,2.0,1.0,260.0,2700.0,3,9629.62962962963,26000000.0
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,3 BHK,Patust ,1545,3.0,3.0,85.0,1545.0,3,5501.6181229773465,8500000.0
Built-up  Area,Ready To Move,Versova Layout,3 Bedroom,,2020,3.0,3.0,270.0,2020.0,3,13366.336633663366,27000000.0
Built-up  Area,Ready To Move,Vibuthipura,3 BHK,Tantsod,1603,2.0,0.0,125.0,1603.0,3,7797.878976918279,12500000.0
Super built-up  Area,Ready To Move,Victoria Layout,3 BHK,,1650,3.0,1.0,165.0,1650.0,3,10000.0,16500000.0
Super built-up  Area,16-Jul,Victoria Layout,2 BHK,,1300,2.0,1.0,129.0,1300.0,2,9923.076923076924,12900000.0
Built-up  Area,Ready To Move,Victoria Layout,2 BHK,,850,2.0,1.0,72.0,850.0,2,8470.588235294117,7200000.0
Super built-up  Area,Ready To Move,Victoria Layout,2 BHK,,1276,2.0,0.0,146.0,1276.0,2,11442.006269592477,14600000.0
Built-up  Area,Ready To Move,Victoria Layout,2 BHK,,1115,2.0,1.0,115.0,1115.0,2,10313.90134529148,11500000.0
Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,,1440,2.0,0.0,95.0,1440.0,2,6597.222222222223,9500000.0
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,,1200,4.0,0.0,90.0,1200.0,4,7500.0,9000000.0
Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,,1060,6.0,3.0,110.0,1060.0,6,10377.358490566037,11000000.0
Plot  Area,Ready To Move,Vidyaranyapura,8 Bedroom,,1200,7.0,3.0,130.0,1200.0,8,10833.333333333334,13000000.0
Plot  Area,Ready To Move,Vidyaranyapura,3 Bedroom,,462,3.0,,38.0,462.0,3,8225.108225108224,3800000.0
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,1120,2.0,1.0,70.0,1120.0,2,6250.0,7000000.0
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,,1200,2.0,2.0,65.0,1200.0,3,5416.666666666667,6500000.0
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,,1100,2.0,1.0,75.0,1100.0,3,6818.181818181818,7500000.0
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,,1100,2.0,2.0,72.0,1100.0,3,6545.454545454545,7200000.0
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,,770,3.0,2.0,65.25,770.0,4,8474.025974025973,6525000.0
Plot  Area,Ready To Move,Vidyaranyapura,5 Bedroom,,774,5.0,3.0,70.0,774.0,5,9043.92764857881,7000000.0
Super built-up  Area,Ready To Move,Vignana Nagar,4 BHK,,1050,4.0,2.0,90.0,1050.0,4,8571.42857142857,9000000.0
Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,,1350,2.0,2.0,89.5,1350.0,2,6629.62962962963,8950000.0
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,,2400,2.0,1.0,150.0,2400.0,3,6250.0,15000000.0
Built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,Dhise P,1605,2.0,3.0,85.0,1605.0,3,5295.95015576324,8500000.0
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,,1200,2.0,1.0,68.0,1200.0,3,5666.666666666667,6800000.0
Plot  Area,Ready To Move,Vijaya Bank Layout,6 Bedroom,,4000,6.0,2.0,460.0,4000.0,6,11500.0,46000000.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saahaat,1704,3.0,2.0,110.0,1704.0,3,6455.399061032864,11000000.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1933,3.0,1.0,129.0,1933.0,3,6673.564407656492,12900000.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Swadeh ,1450,3.0,0.0,100.0,1450.0,3,6896.551724137931,10000000.0
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,,1580,2.0,0.0,134.0,1580.0,3,8481.012658227848,13400000.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1826,3.0,2.0,121.0,1826.0,3,6626.506024096386,12100000.0
Plot  Area,Ready To Move,Vijayanagar,8 Bedroom,,600,4.0,1.0,72.0,600.0,8,12000.0,7200000.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1739,3.0,1.0,116.0,1739.0,3,6670.500287521564,11600000.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saahaat,1490,3.0,2.0,100.0,1490.0,3,6711.4093959731545,10000000.0
Super built-up  Area,21-Jun,Vijayanagar,1 BHK,Saityat,606,1.0,0.0,34.78,606.0,1,5739.273927392739,3478000.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,Rancy R,1527,3.0,2.0,115.0,1527.0,3,7531.106745252128,11500000.0
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,,989,2.0,0.0,60.0,989.0,2,6066.734074823054,6000000.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1520,2.0,1.0,103.0,1520.0,3,6776.315789473684,10300000.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1749,3.0,1.0,117.0,1749.0,3,6689.536878216123,11700000.0
Super built-up  Area,21-Jun,Vijayanagar,2 BHK,Saahaat,1046,2.0,1.0,75.0,1046.0,2,7170.172084130019,7500000.0
Super built-up  Area,19-Dec,Vijayanagar,1 BHK,Saityat,606,1.0,1.0,40.0,606.0,1,6600.660066006601,4000000.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,J axyGa,1300,2.0,2.0,75.0,1300.0,3,5769.2307692307695,7500000.0
Super built-up  Area,20-Feb,Vijayanagar,3 BHK,Saahaat,1484,3.0,2.0,79.19,1484.0,3,5336.253369272237,7919000.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,GoncyRe,1760,3.0,,140.0,1760.0,3,7954.545454545455,14000000.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,2047,3.0,2.0,136.0,2047.0,3,6643.869076697606,13600000.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,,1200,2.0,1.0,75.0,1200.0,3,6250.0,7500000.0
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Rancy R,1178,2.0,3.0,82.0,1178.0,2,6960.950764006791,8200000.0
Plot  Area,Ready To Move,Vijayanagar,4 Bedroom,,2100,6.0,1.0,252.0,2100.0,4,12000.0,25200000.0
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,,920,2.0,2.0,60.0,920.0,2,6521.739130434783,6000000.0
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Smentha,1019,2.0,1.0,58.0,1019.0,2,5691.854759568204,5800000.0
Super built-up  Area,21-Jun,Vijayanagar,2 BHK,Saityat,1180,2.0,1.0,86.0,1180.0,2,7288.135593220339,8600000.0
Plot  Area,Ready To Move,Vijayanagar,5 Bedroom,,750,4.0,3.0,95.0,750.0,5,12666.666666666666,9500000.0
Built-up  Area,Ready To Move,Vijayanagar,1 Bedroom,,2400,2.0,0.0,230.0,2400.0,1,9583.333333333334,23000000.0
Super built-up  Area,21-Jun,Vijayanagar,1 BHK,Saahaat,492,1.0,1.0,40.0,492.0,1,8130.081300813008,4000000.0
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,GontsAp,1375,2.0,0.0,75.0,1375.0,3,5454.545454545455,7500000.0
Super built-up  Area,Ready To Move,Vijinapura,2 BHK,Vadidpl,1290,2.0,2.0,71.95,1290.0,2,5577.519379844961,7195000.0
Built-up  Area,Ready To Move,Vinayak Nagar,1 BHK,,705,1.0,2.0,36.5,705.0,1,5177.304964539007,3650000.0
Built-up  Area,Ready To Move,Vinayak Nagar,3 BHK,Niarknt,1758,3.0,2.0,95.0,1758.0,3,5403.86803185438,9500000.0
Plot  Area,Ready To Move,Vishveshwarya Layout,1 Bedroom,,750,1.0,1.0,30.0,750.0,1,4000.0,3000000.0
Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,,600,4.0,2.0,85.0,600.0,4,14166.666666666666,8500000.0
Plot  Area,Ready To Move,Vishveshwarya Layout,6 Bedroom,,1400,6.0,3.0,160.0,1400.0,6,11428.57142857143,16000000.0
Plot  Area,Ready To Move,Vishwanatha Nagenahalli,5 Bedroom,,900,3.0,2.0,80.0,900.0,5,8888.888888888889,8000000.0
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,PrBayGa,2159,3.0,2.0,120.0,2159.0,3,5558.12876331635,12000000.0
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,PrBayGa,2159,3.0,2.0,120.0,2159.0,3,5558.12876331635,12000000.0
Built-up  Area,Ready To Move,Vishwapriya Nagar,4 Bedroom,,2800,4.0,1.0,200.0,2800.0,4,7142.857142857143,20000000.0
Plot  Area,Ready To Move,Vishwapriya Nagar,3 Bedroom,,1200,3.0,1.0,80.0,1200.0,3,6666.666666666667,8000000.0
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.0,1650.0,3,5151.515151515152,8500000.0
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.5,1650.0,3,5181.818181818182,8550000.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,69.0,1246.0,2,5537.720706260032,6900000.0
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,1.0,85.0,1650.0,3,5151.515151515152,8500000.0
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.5,1650.0,3,5181.818181818182,8550000.0
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,,1648,3.0,2.0,85.0,1648.0,3,5157.766990291262,8500000.0
Plot  Area,Ready To Move,Vivek Nagar,2 Bedroom,,1600,2.0,1.0,160.0,1600.0,2,10000.0,16000000.0
Built-up  Area,Ready To Move,Vyalikaval,2 BHK,,1100,2.0,1.0,75.0,1100.0,2,6818.181818181818,7500000.0
Plot  Area,Ready To Move,Vyalikaval,7 Bedroom,,1000,7.0,3.0,160.0,1000.0,7,16000.0,16000000.0
Plot  Area,Ready To Move,Weavers Colony,1 Bedroom,,812,1.0,1.0,26.0,812.0,1,3201.9704433497536,2600000.0
Plot  Area,18-Jan,Weavers Colony,1 Bedroom,,812,1.0,0.0,26.0,812.0,1,3201.9704433497536,2600000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,2785,5.0,3.0,295.0,2785.0,4,10592.45960502693,29500000.0
Super built-up  Area,20-Sep,Whitefield,2 BHK,Goted U,1459,2.0,1.0,94.82,1459.0,2,6498.971898560658,9482000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chranya,5700,5.0,3.0,650.0,5700.0,4,11403.508771929824,65000000.0
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,,4200,4.0,2.0,420.0,4200.0,4,10000.0,42000000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,2.0,75.0,1280.0,2,5859.375,7500000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BrlisCo,1910,3.0,2.0,161.0,1910.0,3,8429.319371727748,16100000.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Haestt ,3252,4.0,1.0,230.0,3252.0,4,7072.570725707257,23000000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SuMTBPr,1150,2.0,1.0,70.0,1150.0,2,6086.95652173913,7000000.0
Built-up  Area,20-Dec,Whitefield,3 BHK,,1768,3.0,2.0,101.0,1768.0,3,5712.669683257918,10100000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Grare S,1600,3.0,2.0,86.0,1600.0,3,5375.0,8600000.0
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,PrOakSi,4144,4.0,3.0,315.0,4144.0,4,7601.351351351352,31500000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Toindls,2500,3.0,2.0,313.0,2500.0,3,12520.0,31300000.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,,4104,4.0,2.0,360.0,4104.0,4,8771.929824561403,36000000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1790,3.0,,100.0,1790.0,3,5586.592178770949,10000000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gotis A,1720,3.0,3.0,100.0,1720.0,3,5813.953488372093,10000000.0
Super built-up  Area,18-Sep,Whitefield,3 BHK,Umods W,1640,4.0,2.0,91.0,1640.0,3,5548.780487804878,9100000.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2280,4.0,2.0,126.0,2280.0,3,5526.315789473684,12600000.0
Built-up  Area,20-Dec,Whitefield,2 BHK,,1447,2.0,1.0,83.0,1447.0,2,5736.005528680028,8300000.0
Built-up  Area,18-Feb,Whitefield,3 BHK,,1897,3.0,2.0,130.0,1897.0,3,6852.925672113864,13000000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2225,2.0,1.0,125.0,2225.0,3,5617.9775280898875,12500000.0
Super built-up  Area,Ready To Move,Whitefield,4 Bedroom,PrOakSi,3606 - 5091,2.0,,304.0,4348.5,4,6990.916407956766,30400000.0
Built-up  Area,Ready To Move,Whitefield,2 BHK,,1113,2.0,1.0,62.0,1113.0,2,5570.530098831986,6200000.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,ArsiaEx,2268,3.0,2.0,163.0,2268.0,4,7186.94885361552,16300000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Saark H,2400,4.0,3.0,200.0,2400.0,4,8333.333333333334,20000000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1360,2.0,1.0,95.0,1360.0,2,6985.294117647059,9500000.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1697,3.0,2.0,94.79,1697.0,3,5585.739540365351,9479000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Skensk ,5000,4.0,3.0,400.0,5000.0,4,8000.0,40000000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Pronege,4800,4.0,3.0,525.0,4800.0,4,10937.5,52500000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,VDe 1Du,3000,5.0,3.0,250.0,3000.0,4,8333.333333333334,25000000.0
Built-up  Area,Ready To Move,Whitefield,3 BHK,Mithmn ,1700,3.0,2.0,115.0,1700.0,3,6764.705882352941,11500000.0
Built-up  Area,18-Jan,Whitefield,3 Bedroom,,2842,3.0,2.0,162.0,2842.0,3,5700.2111189303305,16200000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,3100,4.0,2.0,465.0,3100.0,4,15000.0,46500000.0
Plot  Area,18-May,Whitefield,3 Bedroom,WoarkEm,1500,3.0,1.0,130.0,1500.0,3,8666.666666666666,13000000.0
Super built-up  Area,18-Oct,Whitefield,2 BHK,Umods W,1280,2.0,1.0,75.0,1280.0,2,5859.375,7500000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,AdndeBe,1405,2.0,1.0,78.0,1405.0,3,5551.601423487545,7800000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2225,3.0,3.0,115.0,2225.0,3,5168.539325842697,11500000.0
Super built-up  Area,21-Mar,Whitefield,2 BHK,PritaDo,1272,2.0,1.0,95.05,1272.0,2,7472.4842767295595,9505000.0
Built-up  Area,18-Dec,Whitefield,2 BHK,,1192,2.0,1.0,71.0,1192.0,2,5956.375838926175,7100000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Nillsre,1626,3.0,3.0,89.0,1626.0,3,5473.554735547355,8900000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Sudama ,1585,3.0,2.0,88.0,1585.0,3,5552.05047318612,8800000.0
Super built-up  Area,21-Dec,Whitefield,1 BHK,SudenEd,660 - 670,2.0,,28.585,665.0,1,4298.496240601504,2858500.0
Built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2.0,0.0,85.0,1280.0,2,6640.625,8500000.0
Plot  Area,18-Dec,Whitefield,3 Bedroom,,1200,3.0,2.0,68.5,1200.0,3,5708.333333333333,6850000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,,4000,4.0,2.0,330.0,4000.0,4,8250.0,33000000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BruntPa,1420,2.0,2.0,136.0,1420.0,2,9577.464788732394,13600000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Prtates,1697,3.0,2.0,108.0,1697.0,3,6364.172068355922,10800000.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,PrOakSi,3606,4.0,2.0,312.0,3606.0,4,8652.246256239601,31200000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,,1204,4.0,1.0,125.0,1204.0,4,10382.059800664452,12500000.0
Super built-up  Area,19-Dec,Whitefield,2 BHK,Goted U,1485,2.0,1.0,90.0,1485.0,2,6060.606060606061,9000000.0
Super built-up  Area,18-Apr,Whitefield,1 BHK,Prtates,950,1.0,1.0,50.0,950.0,1,5263.1578947368425,5000000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,PrOakSi,2400,5.0,,329.0,2400.0,4,13708.333333333334,32900000.0
Super built-up  Area,Ready To Move,Whitefield,1 BHK,UKe 2nz,825,1.0,1.0,45.0,825.0,1,5454.545454545455,4500000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Lallere,1635,2.0,2.0,85.0,1635.0,3,5198.7767584097855,8500000.0
Super built-up  Area,18-May,Whitefield,2 BHK,Prtates,1216,2.0,1.0,79.0,1216.0,2,6496.710526315789,7900000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SrireSo,920,2.0,1.0,63.0,920.0,2,6847.826086956522,6300000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veitaus,1170,2.0,1.0,71.0,1170.0,2,6068.376068376068,7100000.0
Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1118,2.0,1.0,75.0,1118.0,2,6708.4078711985685,7500000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1800,3.0,,110.0,1800.0,3,6111.111111111111,11000000.0
Super built-up  Area,20-Dec,Whitefield,3 BHK,Oreldhi,1562,3.0,2.0,103.0,1562.0,3,6594.110115236876,10300000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BainePr,1190,2.0,2.0,67.0,1190.0,2,5630.252100840336,6700000.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2321,4.0,1.0,128.0,2321.0,3,5514.864282636794,12800000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1320,2.0,1.0,95.0,1320.0,2,7196.969696969697,9500000.0
Plot  Area,Ready To Move,Whitefield,3 Bedroom,Chpana ,3010,3.0,2.0,200.0,3010.0,3,6644.518272425249,20000000.0
Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1346,2.0,1.0,96.17,1346.0,2,7144.873699851411,9617000.0
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,3850,5.0,,316.0,3850.0,3,8207.792207792209,31600000.0
Built-up  Area,18-Jun,Whitefield,1 BHK,,905,1.0,1.0,55.0,905.0,1,6077.348066298343,5500000.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,ArsiaEx,2268,3.0,0.0,146.0,2268.0,4,6437.389770723104,14600000.0
Super built-up  Area,19-Dec,Whitefield,1 BHK,Goted U,613 - 648,1.0,0.0,32.79,630.5,1,5200.634417129262,3279000.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1697,3.0,2.0,115.0,1697.0,3,6776.664702416028,11500000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Skstark,1520,2.0,2.0,150.0,1520.0,3,9868.421052631578,15000000.0
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,,3250,5.0,0.0,290.0,3250.0,5,8923.076923076924,29000000.0
Super built-up  Area,20-Dec,Whitefield,2 BHK,VaarkMe,1269,2.0,1.0,75.0,1269.0,2,5910.16548463357,7500000.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,,3262,4.0,2.0,260.0,3262.0,4,7970.570202329859,26000000.0
Super built-up  Area,21-Dec,Whitefield,2 BHK,Preaunt,1132,2.0,1.0,79.28,1132.0,2,7003.533568904593,7928000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,,3000,4.0,0.0,330.0,3000.0,4,11000.0,33000000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Pae 1ov,1195,2.0,1.0,70.0,1195.0,2,5857.740585774059,7000000.0
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,3480,4.0,,284.0,3480.0,3,8160.919540229885,28400000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Vastael,1500,4.0,3.0,200.0,1500.0,4,13333.333333333334,20000000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,3004,4.0,2.0,285.0,3004.0,4,9487.350199733688,28500000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1250,2.0,2.0,72.0,1250.0,2,5760.0,7200000.0
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524 - 894,1.0,0.0,34.385,709.0,1,4849.788434414669,3438500.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1340,2.0,1.0,77.0,1340.0,2,5746.268656716418,7700000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1320,2.0,3.0,79.5,1320.0,2,6022.727272727273,7950000.0
Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,750,2.0,1.0,52.7,750.0,2,7026.666666666667,5270000.0
Plot  Area,18-Jul,Whitefield,3 Bedroom,,1200,3.0,1.0,61.96,1200.0,3,5163.333333333333,6196000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,3000,4.0,3.0,306.0,3000.0,4,10200.0,30600000.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1650 - 2538,2.0,,113.19,2094.0,3,5405.444126074499,11319000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,VDe 1Du,3445,5.0,3.0,270.0,3445.0,4,7837.44557329463,27000000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Mithmn ,1700,3.0,1.0,140.0,1700.0,3,8235.29411764706,14000000.0
Built-up  Area,18-Jun,Whitefield,4 Bedroom,,4827,4.0,3.0,400.0,4827.0,4,8286.720530350114,40000000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SBoneuc,1405,2.0,2.0,84.5,1405.0,2,6014.234875444839,8450000.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,,3252,4.0,3.0,280.0,3252.0,4,8610.086100861008,28000000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Viisear,1150,2.0,2.0,90.0,1150.0,2,7826.086956521739,9000000.0
Built-up  Area,18-Dec,Whitefield,1 BHK,,624,1.0,1.0,35.0,624.0,1,5608.974358974359,3500000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,4356,5.0,1.0,850.0,4356.0,4,19513.314967860424,85000000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1700,3.0,2.0,95.0,1700.0,3,5588.235294117647,9500000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Skensk ,4960,4.0,3.0,400.0,4960.0,4,8064.5161290322585,40000000.0
Built-up  Area,18-Feb,Whitefield,4 BHK,,2928,4.0,3.0,198.0,2928.0,4,6762.295081967213,19800000.0
Super built-up  Area,20-Sep,Whitefield,3 BHK,Goted U,2700,5.0,2.0,175.0,2700.0,3,6481.481481481482,17500000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Prtates,1216,2.0,1.0,84.0,1216.0,2,6907.894736842105,8400000.0
Super built-up  Area,19-Sep,Whitefield,4 BHK,Prtates,2882,5.0,1.0,204.0,2882.0,4,7078.417765440666,20400000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1840,3.0,2.0,140.0,1840.0,3,7608.695652173913,14000000.0
Super built-up  Area,20-Nov,Whitefield,3 BHK,PritaDo,1778,3.0,2.0,122.0,1778.0,3,6861.6422947131605,12200000.0
Built-up  Area,Ready To Move,Whitefield,2 BHK,Vastael,1400,2.0,1.0,80.0,1400.0,2,5714.285714285715,8000000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,3100,4.0,2.0,350.0,3100.0,4,11290.322580645161,35000000.0
Super built-up  Area,Ready To Move,Whitefield,1 BHK,Pranthi,650,1.0,1.0,25.0,650.0,1,3846.153846153846,2500000.0
